     Radius(Au)   SIGMA(gcm-2)    Omega(yr-1)     Nu(cm2s-1)        Tmid(K)         Tef(K)        Cs(m/s)          H(AU)      RO(gcm-3)   Pg(gcm-1s-2)            TAU     Vrad(cm/s)    Vturb(cm/s)     MFre_P(cm)        Q_Toomr          VDisk OPTIC Drag_
  6.3843705E+02  4.9999722E-31  2.7413289E-04  8.8065598E+17  1.6161766E+01  1.6161766E+01  2.4714419E+02  2.3755521E+02  7.0158738E-47  5.3708440E-38  1.3060062E-32 -5.4429225E+02  8.8215906E+03  0.0000000E+00  2.0495868E+30  0.0000000E+00     1     0
  6.4240828E+02  4.9999719E-31  2.7159487E-04  8.8880402E+17  1.6160284E+01  1.6160284E+01  2.4713285E+02  2.3976413E+02  6.9512370E-47  5.3208745E-38  1.3057665E-32 -5.4597930E+02  8.8211859E+03  0.0000000E+00  2.0305180E+30  0.0000000E+00     1     0
  6.4639182E+02  4.9999716E-31  2.6908809E-04  8.9700266E+17  1.6158819E+01  1.6158819E+01  2.4712165E+02  2.4198677E+02  6.8873899E-47  5.2715244E-38  1.3055297E-32 -5.4766645E+02  8.8207861E+03  0.0000000E+00  2.0116856E+30  0.0000000E+00     1     0
  6.5038768E+02  4.9999713E-31  2.6661207E-04  9.0525204E+17  1.6157372E+01  1.6157372E+01  2.4711059E+02  2.4422316E+02  6.8243205E-47  5.2227840E-38  1.3052958E-32 -5.4935367E+02  8.8203911E+03  0.0000000E+00  1.9930858E+30  0.0000000E+00     1     0
  6.5439584E+02  4.9999710E-31  2.6416633E-04  9.1355232E+17  1.6155942E+01  1.6155942E+01  2.4709965E+02  2.4647335E+02  6.7620170E-47  5.1746441E-38  1.3050647E-32 -5.5104099E+02  8.8200009E+03  0.0000000E+00  1.9747152E+30  0.0000000E+00     1     0
  6.5841633E+02  4.9999708E-31  2.6175041E-04  9.2190366E+17  1.6154529E+01  1.6154529E+01  2.4708885E+02  2.4873739E+02  6.7004680E-47  5.1270952E-38  1.3048365E-32 -5.5272839E+02  8.8196153E+03  0.0000000E+00  1.9565701E+30  0.0000000E+00     1     0
  6.6244912E+02  4.9999705E-31  2.5936386E-04  9.3030622E+17  1.6153134E+01  1.6153134E+01  2.4707818E+02  2.5101532E+02  6.6396619E-47  5.0801284E-38  1.3046109E-32 -5.5441587E+02  8.8192343E+03  0.0000000E+00  1.9386472E+30  0.0000000E+00     1     0
  6.6649423E+02  4.9999702E-31  2.5700624E-04  9.3876015E+17  1.6151755E+01  1.6151755E+01  2.4706763E+02  2.5330717E+02  6.5795877E-47  5.0337348E-38  1.3043881E-32 -5.5610343E+02  8.8188579E+03  0.0000000E+00  1.9209430E+30  0.0000000E+00     1     0
  6.7055165E+02  4.9999699E-31  2.5467711E-04  9.4726561E+17  1.6150392E+01  1.6150392E+01  2.4705721E+02  2.5561299E+02  6.5202344E-47  4.9879056E-38  1.3041680E-32 -5.5779108E+02  8.8184859E+03  0.0000000E+00  1.9034541E+30  0.0000000E+00     1     0
  6.7462138E+02  4.9999696E-31  2.5237603E-04  9.5582276E+17  1.6149046E+01  1.6149046E+01  2.4704691E+02  2.5793283E+02  6.4615914E-47  4.9426323E-38  1.3039505E-32 -5.5947881E+02  8.8181183E+03  0.0000000E+00  1.8861774E+30  0.0000000E+00     1     0
  6.7870343E+02  4.9999693E-31  2.5010259E-04  9.6443175E+17  1.6147716E+01  1.6147716E+01  2.4703674E+02  2.6026672E+02  6.4036479E-47  4.8979063E-38  1.3037356E-32 -5.6116662E+02  8.8177551E+03  0.0000000E+00  1.8691096E+30  0.0000000E+00     1     0
  6.8279778E+02  4.9999690E-31  2.4785638E-04  9.7309274E+17  1.6146401E+01  1.6146401E+01  2.4702668E+02  2.6261471E+02  6.3463936E-47  4.8537196E-38  1.3035233E-32 -5.6285450E+02  8.8173962E+03  0.0000000E+00  1.8522475E+30  0.0000000E+00     1     0
  6.8690445E+02  4.9999687E-31  2.4563698E-04  9.8180589E+17  1.6145102E+01  1.6145102E+01  2.4701674E+02  2.6497685E+02  6.2898184E-47  4.8100638E-38  1.3033134E-32 -5.6454246E+02  8.8170414E+03  0.0000000E+00  1.8355880E+30  0.0000000E+00     1     0
  6.9102344E+02  4.9999685E-31  2.4344401E-04  9.9057135E+17  1.6143818E+01  1.6143818E+01  2.4700692E+02  2.6735316E+02  6.2339122E-47  4.7669311E-38  1.3031061E-32 -5.6623050E+02  8.8166909E+03  0.0000000E+00  1.8191282E+30  0.0000000E+00     1     0
  6.9515473E+02  4.9999682E-31  2.4127706E-04  9.9938928E+17  1.6142549E+01  1.6142549E+01  2.4699721E+02  2.6974371E+02  6.1786652E-47  4.7243136E-38  1.3029012E-32 -5.6791862E+02  8.8163444E+03  0.0000000E+00  1.8028650E+30  0.0000000E+00     1     0
  6.9929834E+02  4.9999679E-31  2.3913575E-04  1.0082598E+18  1.6141295E+01  1.6141295E+01  2.4698762E+02  2.7214852E+02  6.1240678E-47  4.6822037E-38  1.3026987E-32 -5.6960681E+02  8.8160019E+03  0.0000000E+00  1.7867955E+30  0.0000000E+00     1     0
  7.0345427E+02  4.9999676E-31  2.3701971E-04  1.0171832E+18  1.6140056E+01  1.6140056E+01  2.4697814E+02  2.7456764E+02  6.0701103E-47  4.6405938E-38  1.3024985E-32 -5.7129507E+02  8.8156634E+03  0.0000000E+00  1.7709167E+30  0.0000000E+00     1     0
  7.0762250E+02  4.9999673E-31  2.3492855E-04  1.0261595E+18  1.6138831E+01  1.6138831E+01  2.4696876E+02  2.7700111E+02  6.0167836E-47  4.5994764E-38  1.3023007E-32 -5.7298341E+02  8.8153289E+03  0.0000000E+00  1.7552260E+30  0.0000000E+00     1     0
  7.1180305E+02  4.9999670E-31  2.3286193E-04  1.0351888E+18  1.6137620E+01  1.6137620E+01  2.4695950E+02  2.7944898E+02  5.9640785E-47  4.5588444E-38  1.3021053E-32 -5.7467182E+02  8.8149982E+03  0.0000000E+00  1.7397204E+30  0.0000000E+00     1     0
  7.1599591E+02  4.9999667E-31  2.3081947E-04  1.0442715E+18  1.6136423E+01  1.6136423E+01  2.4695034E+02  2.8191129E+02  5.9119858E-47  4.5186904E-38  1.3019120E-32 -5.7636030E+02  8.8146713E+03  0.0000000E+00  1.7243973E+30  0.0000000E+00     1     0
  7.2020108E+02  4.9999664E-31  2.2880083E-04  1.0534075E+18  1.6135240E+01  1.6135240E+01  2.4694129E+02  2.8438809E+02  5.8604968E-47  4.4790076E-38  1.3017211E-32 -5.7804885E+02  8.8143481E+03  0.0000000E+00  1.7092539E+30  0.0000000E+00     1     0
  7.2441857E+02  4.9999661E-31  2.2680567E-04  1.0625971E+18  1.6134070E+01  1.6134070E+01  2.4693234E+02  2.8687940E+02  5.8096029E-47  4.4397890E-38  1.3015323E-32 -5.7973747E+02  8.8140287E+03  0.0000000E+00  1.6942877E+30  0.0000000E+00     1     0
  7.2864836E+02  4.9999659E-31  2.2483363E-04  1.0718405E+18  1.6132914E+01  1.6132914E+01  2.4692349E+02  2.8938528E+02  5.7592953E-47  4.4010278E-38  1.3013457E-32 -5.8142616E+02  8.8137129E+03  0.0000000E+00  1.6794961E+30  0.0000000E+00     1     0
  7.3289047E+02  4.9999656E-31  2.2288438E-04  1.0811377E+18  1.6131771E+01  1.6131771E+01  2.4691474E+02  2.9190577E+02  5.7095658E-47  4.3627173E-38  1.3011613E-32 -5.8311491E+02  8.8134007E+03  0.0000000E+00  1.6648765E+30  0.0000000E+00     1     0
  7.3714490E+02  4.9999653E-31  2.2095761E-04  1.0904890E+18  1.6130641E+01  1.6130641E+01  2.4690610E+02  2.9444091E+02  5.6604061E-47  4.3248511E-38  1.3009789E-32 -5.8480373E+02  8.8130920E+03  0.0000000E+00  1.6504263E+30  0.0000000E+00     1     0
  7.4141163E+02  4.9999650E-31  2.1905298E-04  1.0998944E+18  1.6129524E+01  1.6129524E+01  2.4689755E+02  2.9699074E+02  5.6118080E-47  4.2874226E-38  1.3007986E-32 -5.8649262E+02  8.8127868E+03  0.0000000E+00  1.6361433E+30  0.0000000E+00     1     0
  7.4569068E+02  4.9999647E-31  2.1717017E-04  1.1093542E+18  1.6128420E+01  1.6128420E+01  2.4688909E+02  2.9955531E+02  5.5637636E-47  4.2504256E-38  1.3006204E-32 -5.8818158E+02  8.8124851E+03  0.0000000E+00  1.6220249E+30  0.0000000E+00     1     0
  7.4998205E+02  4.9999644E-31  2.1530889E-04  1.1188685E+18  1.6127328E+01  1.6127328E+01  2.4688074E+02  3.0213465E+02  5.5162650E-47  4.2138539E-38  1.3004443E-32 -5.8987059E+02  8.8121868E+03  0.0000000E+00  1.6080687E+30  0.0000000E+00     1     0
  7.5428572E+02  4.9999641E-31  2.1346881E-04  1.1284375E+18  1.6126248E+01  1.6126248E+01  2.4687247E+02  3.0472882E+02  5.4693045E-47  4.1777013E-38  1.3002701E-32 -5.9155968E+02  8.8118918E+03  0.0000000E+00  1.5942725E+30  0.0000000E+00     1     0
  7.5860171E+02  4.9999638E-31  2.1164964E-04  1.1380613E+18  1.6125181E+01  1.6125181E+01  2.4686430E+02  3.0733785E+02  5.4228745E-47  4.1419618E-38  1.3000978E-32 -5.9324882E+02  8.8116001E+03  0.0000000E+00  1.5806340E+30  0.0000000E+00     1     0
  7.6293001E+02  4.9999635E-31  2.0985108E-04  1.1477401E+18  1.6124125E+01  1.6124125E+01  2.4685622E+02  3.0996179E+02  5.3769677E-47  4.1066295E-38  1.2999276E-32 -5.9493803E+02  8.8113117E+03  0.0000000E+00  1.5671509E+30  0.0000000E+00     1     0
  7.6727062E+02  4.9999633E-31  2.0807284E-04  1.1574740E+18  1.6123081E+01  1.6123081E+01  2.4684823E+02  3.1260067E+02  5.3315766E-47  4.0716987E-38  1.2997592E-32 -5.9662730E+02  8.8110265E+03  0.0000000E+00  1.5538209E+30  0.0000000E+00     1     0
  7.7162355E+02  4.9999630E-31  2.0631464E-04  1.1672632E+18  1.6122049E+01  1.6122049E+01  2.4684033E+02  3.1525455E+02  5.2866940E-47  4.0371636E-38  1.2995927E-32 -5.9831663E+02  8.8107445E+03  0.0000000E+00  1.5406420E+30  0.0000000E+00     1     0
  7.7598878E+02  4.9999627E-31  2.0457619E-04  1.1771078E+18  1.6121028E+01  1.6121028E+01  2.4683252E+02  3.1792346E+02  5.2423129E-47  4.0030187E-38  1.2994281E-32 -6.0000604E+02  8.8104656E+03  0.0000000E+00  1.5276120E+30  0.0000000E+00     1     0
  7.8036634E+02  4.9999624E-31  2.0285722E-04  1.1870081E+18  1.6120019E+01  1.6120019E+01  2.4682479E+02  3.2060744E+02  5.1984263E-47  3.9692584E-38  1.2992653E-32 -6.0169546E+02  8.8101897E+03  0.0000000E+00  1.5147287E+30  0.0000000E+00     1     0
  7.8475620E+02  4.9999621E-31  2.0115745E-04  1.1969641E+18  1.6119021E+01  1.6119021E+01  2.4681715E+02  3.2330654E+02  5.1550273E-47  3.9358774E-38  1.2991043E-32 -6.0338497E+02  8.8099169E+03  0.0000000E+00  1.5019902E+30  0.0000000E+00     1     0
  7.8915838E+02  4.9999618E-31  1.9947662E-04  1.2069761E+18  1.6118034E+01  1.6118034E+01  2.4680959E+02  3.2602081E+02  5.1121092E-47  3.9028702E-38  1.2989451E-32 -6.0507454E+02  8.8096472E+03  0.0000000E+00  1.4893943E+30  0.0000000E+00     1     0
  7.9357286E+02  4.9999615E-31  1.9781446E-04  1.2170441E+18  1.6117057E+01  1.6117057E+01  2.4680211E+02  3.2875027E+02  5.0696653E-47  3.8702318E-38  1.2987877E-32 -6.0676416E+02  8.8093803E+03  0.0000000E+00  1.4769392E+30  0.0000000E+00     1     0
  7.9799967E+02  4.9999613E-31  1.9617072E-04  1.2271683E+18  1.6116091E+01  1.6116091E+01  2.4679472E+02  3.3149498E+02  5.0276892E-47  3.8379568E-38  1.2986320E-32 -6.0845384E+02  8.8091164E+03  0.0000000E+00  1.4646227E+30  0.0000000E+00     1     0
  8.0243878E+02  4.9999610E-31  1.9454514E-04  1.2373489E+18  1.6115136E+01  1.6115136E+01  2.4678740E+02  3.3425498E+02  4.9861745E-47  3.8060404E-38  1.2984780E-32 -6.1014357E+02  8.8088554E+03  0.0000000E+00  1.4524431E+30  0.0000000E+00     1     0
  8.0689021E+02  4.9999607E-31  1.9293747E-04  1.2475861E+18  1.6114192E+01  1.6114192E+01  2.4678017E+02  3.3703031E+02  4.9451147E-47  3.7744774E-38  1.2983256E-32 -6.1183336E+02  8.8085971E+03  0.0000000E+00  1.4403984E+30  0.0000000E+00     1     0
  8.1135395E+02  4.9999604E-31  1.9134747E-04  1.2578800E+18  1.6113257E+01  1.6113257E+01  2.4677301E+02  3.3982102E+02  4.9045038E-47  3.7432631E-38  1.2981750E-32 -6.1352321E+02  8.8083417E+03  0.0000000E+00  1.4284867E+30  0.0000000E+00     1     0
  8.1583000E+02  4.9999601E-31  1.8977489E-04  1.2682307E+18  1.6112333E+01  1.6112333E+01  2.4676594E+02  3.4262713E+02  4.8643356E-47  3.7123926E-38  1.2980260E-32 -6.1521311E+02  8.8080891E+03  0.0000000E+00  1.4167061E+30  0.0000000E+00     1     0
  8.2031837E+02  4.9999598E-31  1.8821949E-04  1.2786385E+18  1.6111419E+01  1.6111419E+01  2.4675894E+02  3.4544871E+02  4.8246041E-47  3.6818611E-38  1.2978786E-32 -6.1690306E+02  8.8078392E+03  0.0000000E+00  1.4050550E+30  0.0000000E+00     1     0
  8.2481905E+02  4.9999596E-31  1.8668105E-04  1.2891034E+18  1.6110514E+01  1.6110514E+01  2.4675201E+02  3.4828579E+02  4.7853035E-47  3.6516641E-38  1.2977328E-32 -6.1859307E+02  8.8075919E+03  0.0000000E+00  1.3935315E+30  0.0000000E+00     1     0
  8.2933204E+02  4.9999593E-31  1.8515933E-04  1.2996257E+18  1.6109619E+01  1.6109619E+01  2.4674516E+02  3.5113841E+02  4.7464278E-47  3.6217969E-38  1.2975886E-32 -6.2028312E+02  8.8073474E+03  0.0000000E+00  1.3821339E+30  0.0000000E+00     1     0
  8.3385734E+02  4.9999590E-31  1.8365410E-04  1.3102054E+18  1.6108734E+01  1.6108734E+01  2.4673838E+02  3.5400661E+02  4.7079714E-47  3.5922551E-38  1.2974459E-32 -6.2197323E+02  8.8071054E+03  0.0000000E+00  1.3708604E+30  0.0000000E+00     1     0
  8.3839496E+02  4.9999587E-31  1.8216514E-04  1.3208428E+18  1.6107859E+01  1.6107859E+01  2.4673167E+02  3.5689045E+02  4.6699286E-47  3.5630342E-38  1.2973048E-32 -6.2366339E+02  8.8068660E+03  0.0000000E+00  1.3597094E+30  0.0000000E+00     1     0
  8.4294489E+02  4.9999584E-31  1.8069223E-04  1.3315380E+18  1.6106992E+01  1.6106992E+01  2.4672504E+02  3.5978995E+02  4.6322939E-47  3.5341298E-38  1.2971652E-32 -6.2535361E+02  8.8066292E+03  0.0000000E+00  1.3486792E+30  0.0000000E+00     1     0
  8.4750713E+02  4.9999582E-31  1.7923516E-04  1.3422911E+18  1.6106135E+01  1.6106135E+01  2.4671847E+02  3.6270517E+02  4.5950620E-47  3.5055378E-38  1.2970271E-32 -6.2704387E+02  8.8063949E+03  0.0000000E+00  1.3377682E+30  0.0000000E+00     1     0
  8.5208168E+02  4.9999579E-31  1.7779372E-04  1.3531024E+18  1.6105287E+01  1.6105287E+01  2.4671198E+02  3.6563614E+02  4.5582273E-47  3.4772538E-38  1.2968904E-32 -6.2873418E+02  8.8061631E+03  0.0000000E+00  1.3269748E+30  0.0000000E+00     1     0
  8.5666855E+02  4.9999576E-31  1.7636769E-04  1.3639719E+18  1.6104448E+01  1.6104448E+01  2.4670555E+02  3.6858291E+02  4.5217846E-47  3.4492737E-38  1.2967553E-32 -6.3042454E+02  8.8059337E+03  0.0000000E+00  1.3162973E+30  0.0000000E+00     1     0
  8.6126773E+02  4.9999573E-31  1.7495687E-04  1.3748999E+18  1.6103618E+01  1.6103618E+01  2.4669919E+02  3.7154552E+02  4.4857288E-47  3.4215935E-38  1.2966215E-32 -6.3211494E+02  8.8057067E+03  0.0000000E+00  1.3057342E+30  0.0000000E+00     1     0
  8.6587922E+02  4.9999570E-31  1.7356105E-04  1.3858864E+18  1.6102797E+01  1.6102797E+01  2.4669290E+02  3.7452401E+02  4.4500547E-47  3.3942091E-38  1.2964892E-32 -6.3380540E+02  8.8054821E+03  0.0000000E+00  1.2952840E+30  0.0000000E+00     1     0
  8.7050303E+02  4.9999568E-31  1.7218005E-04  1.3969317E+18  1.6101984E+01  1.6101984E+01  2.4668667E+02  3.7751843E+02  4.4147573E-47  3.3671167E-38  1.2963582E-32 -6.3549590E+02  8.8052599E+03  0.0000000E+00  1.2849453E+30  0.0000000E+00     1     0
  8.7513915E+02  4.9999565E-31  1.7081366E-04  1.4080358E+18  1.6101180E+01  1.6101180E+01  2.4668051E+02  3.8052881E+02  4.3798317E-47  3.3403122E-38  1.2962286E-32 -6.3718645E+02  8.8050400E+03  0.0000000E+00  1.2747164E+30  0.0000000E+00     1     0
  8.7978758E+02  4.9999562E-31  1.6946168E-04  1.4191990E+18  1.6100384E+01  1.6100384E+01  2.4667442E+02  3.8355521E+02  4.3452729E-47  3.3137919E-38  1.2961004E-32 -6.3887704E+02  8.8048224E+03  0.0000000E+00  1.2645960E+30  0.0000000E+00     1     0
  8.8444832E+02  4.9999559E-31  1.6812394E-04  1.4304215E+18  1.6099596E+01  1.6099596E+01  2.4666838E+02  3.8659766E+02  4.3110762E-47  3.2875520E-38  1.2959736E-32 -6.4056769E+02  8.8046071E+03  0.0000000E+00  1.2545825E+30  0.0000000E+00     1     0
  8.8912138E+02  4.9999557E-31  1.6680024E-04  1.4417033E+18  1.6098817E+01  1.6098817E+01  2.4666241E+02  3.8965620E+02  4.2772369E-47  3.2615888E-38  1.2958480E-32 -6.4225837E+02  8.8043939E+03  0.0000000E+00  1.2446747E+30  0.0000000E+00     1     0
  8.9380675E+02  4.9999554E-31  1.6549040E-04  1.4530446E+18  1.6098046E+01  1.6098046E+01  2.4665651E+02  3.9273088E+02  4.2437503E-47  3.2358987E-38  1.2957238E-32 -6.4394910E+02  8.8041830E+03  0.0000000E+00  1.2348711E+30  0.0000000E+00     1     0
  8.9850443E+02  4.9999551E-31  1.6419424E-04  1.4644456E+18  1.6097282E+01  1.6097282E+01  2.4665066E+02  3.9582175E+02  4.2106118E-47  3.2104780E-38  1.2956009E-32 -6.4563988E+02  8.8039743E+03  0.0000000E+00  1.2251703E+30  0.0000000E+00     1     0
  9.0321443E+02  4.9999548E-31  1.6291158E-04  1.4759064E+18  1.6096527E+01  1.6096527E+01  2.4664487E+02  3.9892883E+02  4.1778169E-47  3.1853233E-38  1.2954792E-32 -6.4733070E+02  8.8037677E+03  0.0000000E+00  1.2155710E+30  0.0000000E+00     1     0
  9.0793673E+02  4.9999546E-31  1.6164225E-04  1.4874272E+18  1.6095779E+01  1.6095779E+01  2.4663914E+02  4.0205218E+02  4.1453613E-47  3.1604311E-38  1.2953588E-32 -6.4902156E+02  8.8035633E+03  0.0000000E+00  1.2060718E+30  0.0000000E+00     1     0
  9.1267136E+02  4.9999543E-31  1.6038606E-04  1.4990082E+18  1.6095039E+01  1.6095039E+01  2.4663347E+02  4.0519183E+02  4.1132404E-47  3.1357980E-38  1.2952396E-32 -6.5071246E+02  8.8033609E+03  0.0000000E+00  1.1966716E+30  0.0000000E+00     1     0
  9.1741829E+02  4.9999540E-31  1.5914286E-04  1.5106495E+18  1.6094307E+01  1.6094307E+01  2.4662786E+02  4.0834784E+02  4.0814501E-47  3.1114205E-38  1.2951217E-32 -6.5240341E+02  8.8031606E+03  0.0000000E+00  1.1873689E+30  0.0000000E+00     1     0
  9.2217753E+02  4.9999538E-31  1.5791248E-04  1.5223513E+18  1.6093582E+01  1.6093582E+01  2.4662231E+02  4.1152024E+02  4.0499861E-47  3.0872954E-38  1.2950049E-32 -6.5409440E+02  8.8029624E+03  0.0000000E+00  1.1781625E+30  0.0000000E+00     1     0
  9.2694909E+02  4.9999535E-31  1.5669474E-04  1.5341136E+18  1.6092865E+01  1.6092865E+01  2.4661681E+02  4.1470907E+02  4.0188442E-47  3.0634195E-38  1.2948894E-32 -6.5578543E+02  8.8027662E+03  0.0000000E+00  1.1690511E+30  0.0000000E+00     1     0
  9.3173296E+02  4.9999532E-31  1.5548950E-04  1.5459368E+18  1.6092154E+01  1.6092154E+01  2.4661137E+02  4.1791438E+02  3.9880204E-47  3.0397894E-38  1.2947751E-32 -6.5747650E+02  8.8025719E+03  0.0000000E+00  1.1600336E+30  0.0000000E+00     1     0
  9.3652915E+02  4.9999530E-31  1.5429658E-04  1.5578208E+18  1.6091451E+01  1.6091451E+01  2.4660598E+02  4.2113622E+02  3.9575105E-47  3.0164021E-38  1.2946619E-32 -6.5916761E+02  8.8023796E+03  0.0000000E+00  1.1511088E+30  0.0000000E+00     1     0
  9.4133764E+02  4.9999527E-31  1.5311584E-04  1.5697660E+18  1.6090756E+01  1.6090756E+01  2.4660065E+02  4.2437461E+02  3.9273106E-47  2.9932544E-38  1.2945498E-32 -6.6085876E+02  8.8021893E+03  0.0000000E+00  1.1422753E+30  0.0000000E+00     1     0
  9.4615845E+02  4.9999524E-31  1.5194711E-04  1.5817724E+18  1.6090067E+01  1.6090067E+01  2.4659537E+02  4.2762961E+02  3.8974168E-47  2.9703432E-38  1.2944389E-32 -6.6254995E+02  8.8020009E+03  0.0000000E+00  1.1335322E+30  0.0000000E+00     1     0
  9.5099158E+02  4.9999522E-31  1.5079025E-04  1.5938402E+18  1.6089385E+01  1.6089385E+01  2.4659014E+02  4.3090125E+02  3.8678252E-47  2.9476656E-38  1.2943291E-32 -6.6424119E+02  8.8018144E+03  0.0000000E+00  1.1248781E+30  0.0000000E+00     1     0
  9.5583701E+02  4.9999519E-31  1.4964510E-04  1.6059696E+18  1.6088710E+01  1.6088710E+01  2.4658497E+02  4.3418959E+02  3.8385320E-47  2.9252186E-38  1.2942204E-32 -6.6593246E+02  8.8016297E+03  0.0000000E+00  1.1163121E+30  0.0000000E+00     1     0
  9.6069476E+02  4.9999516E-31  1.4851151E-04  1.6181607E+18  1.6088041E+01  1.6088041E+01  2.4657985E+02  4.3749466E+02  3.8095335E-47  2.9029991E-38  1.2941128E-32 -6.6762376E+02  8.8014469E+03  0.0000000E+00  1.1078329E+30  0.0000000E+00     1     0
  9.6556482E+02  4.9999514E-31  1.4738935E-04  1.6304137E+18  1.6087380E+01  1.6087380E+01  2.4657478E+02  4.4081650E+02  3.7808259E-47  2.8810045E-38  1.2940063E-32 -6.6931511E+02  8.8012659E+03  0.0000000E+00  1.0994395E+30  0.0000000E+00     1     0
  9.7044719E+02  4.9999511E-31  1.4627846E-04  1.6427287E+18  1.6086725E+01  1.6086725E+01  2.4656976E+02  4.4415516E+02  3.7524057E-47  2.8592318E-38  1.2939009E-32 -6.7100649E+02  8.8010867E+03  0.0000000E+00  1.0911308E+30  0.0000000E+00     1     0
  9.7534188E+02  4.9999508E-31  1.4517871E-04  1.6551058E+18  1.6086076E+01  1.6086076E+01  2.4656479E+02  4.4751068E+02  3.7242693E-47  2.8376782E-38  1.2937965E-32 -6.7269791E+02  8.8009093E+03  0.0000000E+00  1.0829057E+30  0.0000000E+00     1     0
  9.8024888E+02  4.9999506E-31  1.4408996E-04  1.6675454E+18  1.6085434E+01  1.6085434E+01  2.4655987E+02  4.5088310E+02  3.6964131E-47  2.8163409E-38  1.2936932E-32 -6.7438937E+02  8.8007337E+03  0.0000000E+00  1.0747631E+30  0.0000000E+00     1     0
  9.8516819E+02  4.9999503E-31  1.4301207E-04  1.6800474E+18  1.6084798E+01  1.6084798E+01  2.4655500E+02  4.5427246E+02  3.6688337E-47  2.7952173E-38  1.2935908E-32 -6.7608087E+02  8.8005598E+03  0.0000000E+00  1.0667021E+30  0.0000000E+00     1     0
  9.9009981E+02  4.9999501E-31  1.4194490E-04  1.6926121E+18  1.6084169E+01  1.6084169E+01  2.4655017E+02  4.5767882E+02  3.6415275E-47  2.7743047E-38  1.2934895E-32 -6.7773943E+02  8.8003875E+03  0.0000000E+00  1.0587216E+30  0.0000000E+00     1     0
  9.9504375E+02  4.9999498E-31  1.4088832E-04  1.7052387E+18  1.6083538E+01  1.6083538E+01  2.4654533E+02  4.6110209E+02  3.6144923E-47  2.7535998E-38  1.2933880E-32 -6.8450665E+02  8.8002149E+03  0.0000000E+00  1.0428510E+30  0.0000000E+00     1     0
  1.0000000E+03  4.9999496E-31  1.3983174E-04  1.7180561E+18  1.6082905E+01  1.6082905E+01  2.4654049E+02  4.6457707E+02  3.5874561E-47  2.7328956E-38  1.2932861E-32 -6.8450665E+02  8.8000418E+03  0.0000000E+00  1.0428510E+30  0.0000000E+00     1     0
  *************
  TIME =    100002.74860452118       years
  Radius_Thin_Thick=   27.660941828254902     
  *************
   100002.74860452118     
   50000.000000000000     
  0.50004373772758026     
  6.49999999999999970E-003
